data_id,split_id,train_size_id,mae,rmse,r2,spearman
1,0,0,3.0072684658651156,4.640964672030856,0.9716610450064793,0.4622902991205871
1,0,0,2.977141630350739,4.474869700070206,0.9736531866679412,0.48661396969843407
1,0,0,7.31628039559704,10.511813675454528,0.8546139909210106,0.5449574204412753
1,0,0,7.31628039559704,10.511813675454528,0.8546139909210106,0.5449574204412753
1,0,0,6.60397083280728,9.629150069347418,0.8780046669797137,0.5640967933181357
1,0,0,6.155650733337045,8.975189407697433,0.8940125236324993,0.49905572552789373
1,0,0,3.0992701821885675,4.676491863671831,0.9712255074997026,0.4791162383287476
1,0,0,2.88046879088271,4.417756332483907,0.9743214307230412,0.4521450704601228
1,0,0,3.0274036822010078,4.513445384403601,0.973196982515626,0.4897189243250149
1,0,0,2.976371318392235,4.584265612487685,0.9723492540542409,0.4490137121766193
1,0,0,3.00713513513282,4.6059621951304175,0.9720869017286758,0.467032744840895
1,0,0,3.0840206088268065,4.730899283765631,0.9705520741166082,0.4878699438532235
1,0,0,3.0005565464754658,4.693258309262872,0.9710188094771505,0.4407503386431668
1,0,0,2.9427005985329475,4.501001036567582,0.9733445798485811,0.4325554621734687
1,0,0,2.986212083627013,4.559120002791002,0.9726517618095045,0.4616411071793286
1,0,0,2.997279937710043,4.588675217742574,0.9722960339633343,0.432118625866384
1,0,0,2.9953250030154535,4.522217125803587,0.9730926996090059,0.47417473821088485
1,0,0,3.0168044972605195,4.6063190307665955,0.9720825765633421,0.45815653041621596
1,0,0,2.9957485991537984,4.613995423968312,0.971989450712998,0.4377761168054665
1,0,0,2.9705094486611343,4.512317427100561,0.9732103775515737,0.42326907955921583
1,0,0,3.0267950322903054,4.639419880391057,0.9716799076774588,0.4431910154046175
1,0,0,2.971010066390697,4.536122050420397,0.9729269759462156,0.4500528894862066
1,0,0,2.9958071246651783,4.575788974524199,0.9724514159640739,0.44072683511926686
1,0,0,3.009545004334243,4.504226148064407,0.9733063672375496,0.43537839728778266
1,0,0,2.9673816708408696,4.495397751151308,0.973410905076291,0.4403952733458207
1,0,0,3.0532462601521253,4.669638872485824,0.9713097787294483,0.42701591878320505
1,0,0,3.0027785371728513,4.55734526024599,0.9726730495294696,0.44067310040809826
1,0,0,2.972222769551045,4.52762652958101,0.9730282889440239,0.4494485805047581
