data_id,split_id,train_size_id,mae,rmse,r2,spearman
2,0,0,6.277464783446783,9.429902588137427,0.8850607925688572,0.4654897103966275
2,0,0,6.295609081855616,9.590916709788118,0.8811021437866465,0.46899798894743044
2,0,0,6.2710508102845415,9.56012906817802,0.8818642626341273,0.45076563802652186
2,0,0,6.080300241088336,9.293752739885809,0.8883558393490132,0.45265274185696114
2,0,0,6.178105364396514,9.358140120907882,0.8868035329144142,0.4491049546962989
2,0,0,6.14383080992041,9.43000273831204,0.8850583511347673,0.4413625528572979
2,0,0,6.245271131147411,9.484647624278335,0.8837223659965702,0.4718680549489083
2,0,0,6.240092132980766,9.554175781472244,0.8820113478735403,0.4501887078695925
2,0,0,6.0012658123031954,9.137432357959787,0.8920799506601219,0.45487535478765406
2,0,0,6.248618568040867,9.532552164229847,0.8825448223106526,0.4538786134163237
2,0,0,6.190611509387437,9.377296738634962,0.8863396200217328,0.4693987437558571
2,0,0,6.107994630988584,9.332717747645583,0.8874177177807452,0.456129063366678
2,0,0,6.37402792848437,9.743039389374461,0.877300525744682,0.46260409441114214
2,0,0,6.166819934251593,9.35330100944414,0.8869205708488612,0.45024085463610974
2,0,0,6.114691828688472,9.314834793109341,0.8878487551238979,0.44548110807492414
